Número,Aberto,Resolvido,Encerrado,Prioridade,Categoria,Subcategoria,Produto,Item de configuração,Grupo designado,Aberto por,Entrou para KPI?,KPI Violado?,Código de fechamento,Solução,Duração
INC101034,2025-04-03 22:09:00,2025-04-04 00:34:05.013262236,2025-04-04 04:19:05.013262236,2 - Alta,Banco de Dados,Sub A,lsin,CI-216,SRE,Monitoramento,SIM,NAO,Falha de Rede,Ajuste de configuração,8705.013262235461
INC101035,2025-04-03 23:15:00,2025-04-04 01:02:45.662574636,2025-04-04 01:10:45.662574636,3 - Média,Rede,Sub C,lsin,CI-305,NOC N2,Monitoramento,SIM,NAO,Erro de Configuração,Ajuste de configuração,6465.662574635957
INC101036,2025-04-04 01:21:00,2025-04-04 01:44:53.272661718,2025-04-04 03:28:53.272661718,4 - Baixa,Banco de Dados,Sub A,lhvp,CI-18,Suporte N3,Manual,NAO,NAO,Falha de Aplicação,Reinício de serviço,1433.272661718806
INC101037,2025-04-04 02:26:00,2025-04-04 04:22:24.966446646,2025-04-04 08:14:24.966446646,2 - Alta,Rede,Sub A,lcem,CI-335,NOC N2,Monitoramento,SIM,NAO,Falha de Aplicação,Reinício de serviço,6984.966446646253
INC101038,2025-04-04 03:41:00,2025-04-04 06:11:59.357514108,2025-04-04 09:23:59.357514108,3 - Média,Infraestrutura,Sub C,lhco,CI-173,SRE,Monitoramento,SIM,NAO,Falha de Rede,Ajuste de configuração,9059.357514105695
INC101039,2025-04-04 04:15:00,2025-04-04 08:30:49.606812504,2025-04-04 11:19:49.606812504,2 - Alta,Rede,Sub C,lsin,CI-386,NOC N1,Monitoramento,SIM,NAO,Falha de Aplicação,Reinício de serviço,15349.60681250186
INC101040,2025-04-04 04:48:00,2025-04-04 05:44:29.252321472,2025-04-04 09:17:29.252321472,2 - Alta,Infraestrutura,Sub A,lsin,CI-388,SRE,Monitoramento,SIM,NAO,Manutenção Programada,Patch aplicado,3389.252321474227
INC101041,2025-04-04 10:38:00,2025-04-04 10:56:17.729998146,2025-04-04 12:31:17.729998146,3 - Média,Rede,Sub B,lhco,CI-50,NOC N2,Monitoramento,SIM,NAO,Falha de Aplicação,Patch aplicado,1097.7299981451956
INC101042,2025-04-04 11:32:00,2025-04-04 14:35:22.076301258,2025-04-04 17:27:22.076301258,2 - Alta,Rede,Sub C,lcem,CI-22,Suporte N3,Manual,SIM,NAO,Falha de Aplicação,Patch aplicado,11002.076301260937
INC101043,2025-04-04 12:15:00,2025-04-04 14:06:50.617294446,2025-04-04 14:27:50.617294446,3 - Média,Infraestrutura,Sub C,lcem,CI-46,SRE,Monitoramento,SIM,NAO,Falha de Aplicação,Ajuste de configuração,6710.617294443387
INC101044,2025-04-04 13:05:00,2025-04-04 13:34:05.112429246,2025-04-04 16:10:05.112429246,3 - Média,Infraestrutura,Sub C,lsin,CI-205,SRE,Monitoramento,SIM,NAO,Falha de Aplicação,Reinício de serviço,1745.1124292483403
INC101045,2025-04-04 17:19:00,2025-04-04 17:58:28.895093748,2025-04-04 18:42:28.895093748,4 - Baixa,Rede,Sub A,lhco,CI-80,NOC N2,Monitoramento,NAO,NAO,Falha de Aplicação,Patch aplicado,2368.8950937477844
INC101046,2025-04-04 17:51:00,2025-04-04 19:14:20.288930316,2025-04-04 21:58:20.288930316,4 - Baixa,Infraestrutura,Sub B,lcem,CI-362,SRE,Monitoramento,NAO,NAO,Falha de Rede,Ajuste de configuração,5000.288930317031
INC101047,2025-04-04 19:30:00,2025-04-04 22:10:36.298292142,2025-04-05 01:45:36.298292142,3 - Média,Rede,Sub C,lcem,CI-232,Suporte N3,Monitoramento,SIM,NAO,Erro de Configuração,Patch aplicado,9636.298292144214
INC101048,2025-04-04 21:28:00,2025-04-04 21:50:14.500452618,2025-04-04 22:14:14.500452618,3 - Média,Infraestrutura,Sub A,lhco,CI-1,NOC N2,Monitoramento,SIM,NAO,Erro de Configuração,Patch aplicado,1334.5004526180794
INC101049,2025-04-04 22:04:00,2025-04-04 22:57:06.356837748,2025-04-05 01:00:06.356837748,3 - Média,Aplicação,Sub A,lhco,CI-296,SRE,Monitoramento,SIM,NAO,Manutenção Programada,Patch aplicado,3186.3568377450965
INC101050,2025-04-04 22:48:00,2025-04-05 00:10:49.251866232,2025-04-05 01:59:49.251866232,3 - Média,Infraestrutura,Sub C,lcem,CI-361,SRE,Monitoramento,SIM,NAO,Erro de Configuração,Reinício de serviço,4969.251866232499
INC101051,2025-04-04 23:24:00,2025-04-05 00:02:52.047190416,2025-04-05 02:43:52.047190416,4 - Baixa,Aplicação,Sub A,lsin,CI-274,Suporte N3,Monitoramento,NAO,NAO,Falha de Rede,Reinício de serviço,2332.047190417719
INC101052,2025-04-05 00:58:00,2025-04-05 02:47:35.283509364,2025-04-05 05:18:35.283509364,2 - Alta,Aplicação,Sub C,lcem,CI-157,Suporte N3,Monitoramento,SIM,NAO,Falha de Rede,Patch aplicado,6575.283509364945
INC101053,2025-04-05 02:39:00,2025-04-05 04:14:11.285474742,2025-04-05 05:32:11.285474742,4 - Baixa,Aplicação,Sub C,lsin,CI-367,SRE,Monitoramento,NAO,NAO,Manutenção Programada,Patch aplicado,5711.285474744458
INC101054,2025-04-05 12:00:00,2025-04-05 13:02:07.663531974,2025-04-05 15:04:07.663531974,2 - Alta,Infraestrutura,Sub C,lsin,CI-78,SRE,Monitoramento,SIM,NAO,Falha de Aplicação,Ajuste de configuração,3727.6635319742268
INC101055,2025-04-05 12:53:00,2025-04-05 13:13:48.217478406,2025-04-05 13:15:48.217478406,3 - Média,Banco de Dados,Sub A,lhvp,CI-125,NOC N1,Monitoramento,SIM,NAO,Manutenção Programada,Patch aplicado,1248.217478403737
INC101056,2025-04-05 13:17:00,2025-04-05 15:03:59.816349690,2025-04-05 15:23:59.816349690,2 - Alta,Aplicação,Sub A,lcem,CI-85,SRE,Manual,SIM,NAO,Manutenção Programada,Reinício de serviço,6419.81634969216
INC101057,2025-04-05 14:13:00,2025-04-05 15:31:06.552929712,2025-04-05 17:27:06.552929712,4 - Baixa,Rede,Sub B,lrev,CI-303,NOC N1,Manual,NAO,NAO,Erro de Configuração,Ajuste de configuração,4686.552929710492
INC101058,2025-04-05 18:18:00,2025-04-05 21:01:33.880768199,2025-04-05 21:44:33.880768199,2 - Alta,Aplicação,Sub B,lsin,CI-189,SRE,Monitoramento,SIM,NAO,Erro de Configuração,Ajuste de configuração,9813.880768200905
INC101059,2025-04-05 21:45:00,2025-04-05 22:07:21.282496734,2025-04-05 23:53:21.282496734,3 - Média,Aplicação,Sub B,lhco,CI-42,NOC N1,Monitoramento,SIM,NAO,Erro de Configuração,Ajuste de configuração,1341.2824967341944
INC101060,2025-04-06 01:03:00,2025-04-06 02:07:17.607636792,2025-04-06 03:03:17.607636792,3 - Média,Rede,Sub B,lrev,CI-217,NOC N2,Monitoramento,SIM,NAO,Manutenção Programada,Reinício de serviço,3857.6076367902647
INC101061,2025-04-06 02:01:00,2025-04-06 02:58:31.794150156,2025-04-06 03:56:31.794150156,3 - Média,Banco de Dados,Sub C,lcem,CI-369,SRE,Monitoramento,SIM,NAO,Falha de Rede,Reinício de serviço,3451.794150156296
INC101062,2025-04-06 02:58:00,2025-04-06 04:42:54.388303710,2025-04-06 08:01:54.388303710,3 - Média,Rede,Sub B,lhco,CI-370,Suporte N3,Monitoramento,SIM,NAO,Falha de Rede,Ajuste de configuração,6294.388303712025
INC101063,2025-04-06 03:03:00,2025-04-06 07:22:26.064839604,2025-04-06 08:53:26.064839604,3 - Média,Infraestrutura,Sub B,lsin,CI-288,SRE,Monitoramento,SIM,NAO,Falha de Aplicação,Patch aplicado,15566.064839606168
INC101064,2025-04-06 04:36:00,2025-04-06 07:04:17.163277872,2025-04-06 10:08:17.163277872,2 - Alta,Rede,Sub C,lcem,CI-179,NOC N2,Manual,SIM,NAO,Falha de Rede,Ajuste de configuração,8897.163277874688
INC101065,2025-04-06 14:05:00,2025-04-06 15:25:55.419726666,2025-04-06 16:31:55.419726666,3 - Média,Infraestrutura,Sub B,lhco,CI-317,NOC N1,Monitoramento,SIM,NAO,Falha de Rede,Patch aplicado,4855.41972666869
INC101066,2025-04-06 15:17:00,2025-04-06 16:01:10.622305674,2025-04-06 18:01:10.622305674,4 - Baixa,Infraestrutura,Sub C,lhvp,CI-107,NOC N2,Monitoramento,NAO,NAO,Manutenção Programada,Ajuste de configuração,2650.6223056759577
INC101067,2025-04-06 16:33:00,2025-04-06 17:44:30.241264728,2025-04-06 20:35:30.241264728,2 - Alta,Rede,Sub B,lsin,CI-63,NOC N2,Monitoramento,SIM,NAO,Manutenção Programada,Patch aplicado,4290.241264725511
INC101068,2025-04-06 18:58:00,2025-04-06 20:17:04.996407138,2025-04-06 20:34:04.996407138,4 - Baixa,Aplicação,Sub C,lcem,CI-360,NOC N1,Monitoramento,NAO,NAO,Falha de Rede,Reinício de serviço,4744.996407135511
INC101069,2025-04-06 21:18:00,2025-04-06 22:43:28.373410470,2025-04-07 01:53:28.373410470,3 - Média,Aplicação,Sub C,lcem,CI-118,NOC N1,Monitoramento,SIM,NAO,Falha de Aplicação,Ajuste de configuração,5128.373410468535
INC101070,2025-04-06 21:35:00,2025-04-07 01:01:34.264258176,2025-04-07 03:54:34.264258176,3 - Média,Rede,Sub B,lhvp,CI-211,NOC N1,Monitoramento,SIM,NAO,Erro de Configuração,Patch aplicado,12394.26425817518
INC101071,2025-04-07 00:21:00,2025-04-07 02:52:45.957509916,2025-04-07 04:58:45.957509916,4 - Baixa,Banco de Dados,Sub C,lhvp,CI-345,NOC N2,Manual,NAO,NAO,Manutenção Programada,Patch aplicado,9105.957509914759
INC101072,2025-04-07 00:26:00,2025-04-07 01:08:44.814816882,2025-04-07 04:21:44.814816882,3 - Média,Rede,Sub C,lsin,CI-64,SRE,Monitoramento,SIM,NAO,Manutenção Programada,Ajuste de configuração,2564.814816881192
INC101073,2025-04-07 05:34:00,2025-04-07 07:06:30.084173442,2025-04-07 08:51:30.084173442,4 - Baixa,Banco de Dados,Sub A,lsin,CI-135,NOC N2,Monitoramento,NAO,NAO,Falha de Rede,Patch aplicado,5550.084173444274
INC101074,2025-04-07 15:51:00,2025-04-07 19:04:23.755434546,2025-04-07 20:30:23.755434546,2 - Alta,Infraestrutura,Sub B,lrev,CI-34,NOC N1,Monitoramento,SIM,NAO,Erro de Configuração,Ajuste de configuração,11603.755434547058
INC101075,2025-04-07 23:24:00,2025-04-08 02:27:32.305711236,2025-04-08 03:06:32.305711236,2 - Alta,Rede,Sub C,lhvp,CI-212,NOC N1,Monitoramento,SIM,NAO,Erro de Configuração,Ajuste de configuração,11012.305711236284
INC101076,2025-04-08 10:39:00,2025-04-08 13:23:05.288851278,2025-04-08 16:12:05.288851278,2 - Alta,Infraestrutura,Sub B,lhvp,CI-323,NOC N2,Monitoramento,SIM,NAO,Falha de Aplicação,Ajuste de configuração,9845.288851275336
INC101077,2025-04-08 13:47:00,2025-04-08 15:29:58.658600196,2025-04-08 16:40:58.658600196,3 - Média,Rede,Sub A,lhco,CI-232,Suporte N3,Monitoramento,SIM,NAO,Manutenção Programada,Patch aplicado,6178.658600197778
INC101078,2025-04-08 17:20:00,2025-04-08 20:51:53.356866024,2025-04-08 23:10:53.356866024,3 - Média,Infraestrutura,Sub C,lcem,CI-170,SRE,Monitoramento,SIM,NAO,Falha de Rede,Patch aplicado,12713.356866022716
INC101079,2025-04-08 18:33:00,2025-04-08 19:59:21.975814998,2025-04-08 21:01:21.975814998,3 - Média,Infraestrutura,Sub C,lhco,CI-332,SRE,Monitoramento,SIM,NAO,Falha de Aplicação,Ajuste de configuração,5181.975815000139
INC101080,2025-04-09 03:47:00,2025-04-09 06:14:30.051160830,2025-04-09 10:03:30.051160830,3 - Média,Rede,Sub A,lhco,CI-329,NOC N2,Manual,SIM,NAO,Erro de Configuração,Patch aplicado,8850.051160832829
INC101081,2025-04-09 04:00:00,2025-04-09 06:39:28.687753914,2025-04-09 10:24:28.687753914,2 - Alta,Aplicação,Sub B,lsin,CI-91,SRE,Monitoramento,SIM,NAO,Falha de Rede,Patch aplicado,9568.687753916905
INC101082,2025-04-09 07:48:00,2025-04-09 08:37:04.948850124,2025-04-09 08:45:04.948850124,4 - Baixa,Infraestrutura,Sub A,lhvp,CI-394,SRE,Monitoramento,NAO,NAO,Falha de Rede,Ajuste de configuração,2944.9488501242877
INC101083,2025-04-09 10:23:00,2025-04-09 12:29:54.533599446,2025-04-09 14:06:54.533599446,2 - Alta,Aplicação,Sub A,lhco,CI-396,NOC N2,Monitoramento,SIM,NAO,Falha de Rede,Ajuste de configuração,7614.533599443039
INC101084,2025-04-09 10:50:00,2025-04-09 11:31:48.893448762,2025-04-09 14:30:48.893448762,4 - Baixa,Infraestrutura,Sub A,lsin,CI-202,NOC N2,Monitoramento,NAO,NAO,Erro de Configuração,Ajuste de configuração,2508.893448764509
INC101085,2025-04-09 13:12:00,2025-04-09 13:36:52.631526426,2025-04-09 13:44:52.631526426,4 - Baixa,Rede,Sub C,lhvp,CI-127,NOC N2,Monitoramento,NAO,NAO,Falha de Aplicação,Ajuste de configuração,1492.6315264253756
INC101086,2025-04-09 13:58:00,2025-04-09 14:17:14.783093790,2025-04-09 17:28:14.783093790,2 - Alta,Infraestrutura,Sub C,lhco,CI-182,NOC N1,Monitoramento,SIM,NAO,Falha de Rede,Ajuste de configuração,1154.7830937899525
INC101087,2025-04-09 14:33:00,2025-04-09 14:38:29.909371776,2025-04-09 17:45:29.909371776,2 - Alta,Banco de Dados,Sub C,lhco,CI-231,NOC N1,Manual,SIM,NAO,Manutenção Programada,Patch aplicado,329.90937177439423
INC101088,2025-04-09 19:43:00,2025-04-09 22:36:02.338277256,2025-04-09 23:58:02.338277256,4 - Baixa,Infraestrutura,Sub A,lhco,CI-239,NOC N1,Monitoramento,NAO,NAO,Falha de Aplicação,Patch aplicado,10382.338277258146
INC101089,2025-04-09 21:46:00,2025-04-09 22:58:06.743840310,2025-04-10 01:15:06.743840310,4 - Baixa,Aplicação,Sub A,lsin,CI-48,NOC N1,Manual,NAO,NAO,Falha de Rede,Ajuste de configuração,4326.743840307538
INC101090,2025-04-09 22:09:00,2025-04-10 02:40:54.913372320,2025-04-10 06:37:54.913372320,3 - Média,Aplicação,Sub A,lsin,CI-286,NOC N1,Monitoramento,SIM,NAO,Falha de Aplicação,Ajuste de configuração,16314.913372318118
INC101091,2025-04-09 22:35:00,2025-04-09 23:45:42.095338428,2025-04-10 03:08:42.095338428,4 - Baixa,Banco de Dados,Sub A,lcem,CI-122,SRE,Monitoramento,NAO,NAO,Falha de Aplicação,Reinício de serviço,4242.09533842998
INC101092,2025-04-10 00:29:00,2025-04-10 02:22:37.572485460,2025-04-10 03:37:37.572485460,3 - Média,Infraestrutura,Sub B,lsin,CI-396,Suporte N3,Manual,SIM,NAO,Manutenção Programada,Reinício de serviço,6817.572485459376
INC101093,2025-04-10 06:55:00,2025-04-10 07:42:29.781538296,2025-04-10 08:39:29.781538296,4 - Baixa,Aplicação,Sub B,lsin,CI-302,NOC N1,Monitoramento,NAO,NAO,Erro de Configuração,Patch aplicado,2849.7815382984095
INC101094,2025-04-10 08:35:00,2025-04-10 09:07:15.004122342,2025-04-10 12:54:15.004122342,4 - Baixa,Infraestrutura,Sub A,lsin,CI-209,SRE,Monitoramento,NAO,NAO,Manutenção Programada,Ajuste de configuração,1935.0041223414557
INC101095,2025-04-10 11:04:00,2025-04-10 12:54:57.958942116,2025-04-10 14:21:57.958942116,3 - Média,Infraestrutura,Sub C,lhco,CI-225,Suporte N3,Monitoramento,SIM,NAO,Falha de Aplicação,Patch aplicado,6657.958942118581
INC101096,2025-04-10 15:19:00,2025-04-10 16:20:20.588276088,2025-04-10 17:27:20.588276088,4 - Baixa,Infraestrutura,Sub C,lhco,CI-321,Suporte N3,Monitoramento,NAO,NAO,Manutenção Programada,Patch aplicado,3680.5882760906306
INC101097,2025-04-10 18:05:00,2025-04-10 20:16:36.803683068,2025-04-10 23:08:36.803683068,2 - Alta,Banco de Dados,Sub B,lhco,CI-227,NOC N1,Monitoramento,SIM,NAO,Falha de Rede,Ajuste de configuração,7896.803683069377
INC101098,2025-04-10 18:14:00,2025-04-10 18:43:13.727292834,2025-04-10 22:38:13.727292834,3 - Média,Rede,Sub A,lhco,CI-185,SRE,Monitoramento,SIM,NAO,Falha de Rede,Ajuste de configuração,1753.7272928315726
INC101099,2025-04-10 20:04:00,2025-04-10 21:17:41.845423398,2025-04-11 00:48:41.845423398,3 - Média,Rede,Sub A,lhco,CI-115,Suporte N3,Monitoramento,SIM,NAO,Erro de Configuração,Ajuste de configuração,4421.845423397358
INC101100,2025-04-10 21:15:00,2025-04-10 22:19:33.979890828,2025-04-11 00:27:33.979890828,2 - Alta,Rede,Sub B,lsin,CI-377,Suporte N3,Monitoramento,SIM,NAO,Erro de Configuração,Reinício de serviço,3873.9798908262064
INC101101,2025-04-11 00:43:00,2025-04-11 01:49:18.154622400,2025-04-11 03:34:18.154622400,3 - Média,Banco de Dados,Sub A,lcem,CI-76,NOC N1,Monitoramento,SIM,NAO,Falha de Aplicação,Ajuste de configuração,3978.154622399711
INC101102,2025-04-11 02:09:00,2025-04-11 04:20:41.815739028,2025-04-11 06:20:41.815739028,3 - Média,Aplicação,Sub A,lcem,CI-14,Suporte N3,Monitoramento,SIM,NAO,Erro de Configuração,Patch aplicado,7901.815739028703
INC101103,2025-04-11 03:01:00,2025-04-11 04:50:28.384689024,2025-04-11 08:20:28.384689024,3 - Média,Rede,Sub C,lhco,CI-204,Suporte N3,Monitoramento,SIM,NAO,Manutenção Programada,Reinício de serviço,6568.384689026172
INC101104,2025-04-11 03:14:00,2025-04-11 04:46:19.648573146,2025-04-11 06:04:19.648573146,4 - Baixa,Rede,Sub B,lhco,CI-115,NOC N1,Monitoramento,NAO,NAO,Falha de Rede,Reinício de serviço,5539.648573144161
INC101105,2025-04-11 05:23:00,2025-04-11 06:11:04.658093256,2025-04-11 07:19:04.658093256,3 - Média,Rede,Sub C,lsin,CI-165,NOC N1,Monitoramento,SIM,NAO,Erro de Configuração,Ajuste de configuração,2884.6580932530933
INC101106,2025-04-11 08:35:00,2025-04-11 10:41:39.114813150,2025-04-11 11:01:39.114813150,3 - Média,Rede,Sub A,lsin,CI-333,NOC N2,Monitoramento,SIM,NAO,Manutenção Programada,Reinício de serviço,7599.114813148879
INC101107,2025-04-11 09:32:00,2025-04-11 10:54:00.939658530,2025-04-11 12:21:00.939658530,2 - Alta,Rede,Sub A,lhco,CI-192,NOC N1,Monitoramento,SIM,NAO,Erro de Configuração,Patch aplicado,4920.939658531337
INC101108,2025-04-11 09:44:00,2025-04-11 09:53:00.099138804,2025-04-11 11:05:00.099138804,2 - Alta,Rede,Sub A,lhco,CI-286,SRE,Manual,SIM,NAO,Manutenção Programada,Patch aplicado,540.0991388052039
INC101109,2025-04-11 11:11:00,2025-04-11 12:50:10.876406526,2025-04-11 13:21:10.876406526,3 - Média,Infraestrutura,Sub A,lsin,CI-159,NOC N2,Monitoramento,SIM,NAO,Manutenção Programada,Reinício de serviço,5950.876406526906
INC101110,2025-04-11 11:28:00,2025-04-11 11:46:20.832137436,2025-04-11 12:38:20.832137436,3 - Média,Banco de Dados,Sub A,lsin,CI-233,SRE,Monitoramento,SIM,NAO,Erro de Configuração,Reinício de serviço,1100.8321374349678
INC101111,2025-04-11 14:19:00,2025-04-11 15:06:11.592602496,2025-04-11 17:15:11.592602496,4 - Baixa,Rede,Sub C,lcem,CI-43,SRE,Monitoramento,NAO,NAO,Falha de Aplicação,Patch aplicado,2831.5926024976798
INC101112,2025-04-11 14:20:00,2025-04-11 15:26:38.233126020,2025-04-11 18:48:38.233126020,2 - Alta,Infraestrutura,Sub B,lsin,CI-183,NOC N2,Manual,SIM,NAO,Falha de Aplicação,Ajuste de configuração,3998.2331260204082
INC101113,2025-04-11 18:15:00,2025-04-11 22:37:15.298260918,2025-04-11 23:50:15.298260918,2 - Alta,Infraestrutura,Sub B,lsin,CI-89,NOC N1,Monitoramento,SIM,NAO,Falha de Rede,Patch aplicado,15735.298260918882
INC101114,2025-04-11 19:37:00,2025-04-11 21:08:57.876358896,2025-04-11 22:48:57.876358896,3 - Média,Aplicação,Sub A,lhco,CI-380,SRE,Monitoramento,SIM,NAO,Erro de Configuração,Ajuste de configuração,5517.876358893967
INC101115,2025-04-11 23:03:00,2025-04-11 23:45:16.425305934,2025-04-12 01:00:16.425305934,4 - Baixa,Aplicação,Sub B,lrev,CI-279,NOC N2,Monitoramento,NAO,NAO,Falha de Aplicação,Patch aplicado,2536.4253059349144
INC101116,2025-04-11 23:27:00,2025-04-12 01:21:08.568004368,2025-04-12 03:59:08.568004368,2 - Alta,Aplicação,Sub B,lhvp,CI-121,Suporte N3,Monitoramento,SIM,NAO,Falha de Rede,Patch aplicado,6848.568004366997
INC101117,2025-04-12 06:42:00,2025-04-12 08:20:45.485210046,2025-04-12 09:40:45.485210046,4 - Baixa,Rede,Sub B,lcem,CI-184,NOC N2,Monitoramento,NAO,NAO,Erro de Configuração,Reinício de serviço,5925.485210047898
INC101118,2025-04-12 09:16:00,2025-04-12 10:38:49.328863596,2025-04-12 11:48:49.328863596,2 - Alta,Aplicação,Sub B,lhco,CI-385,NOC N1,Monitoramento,SIM,NAO,Erro de Configuração,Ajuste de configuração,4969.328863596379
INC101119,2025-04-12 14:04:00,2025-04-12 15:00:01.475510190,2025-04-12 16:55:01.475510190,3 - Média,Infraestrutura,Sub B,lsin,CI-81,SRE,Monitoramento,SIM,NAO,Falha de Aplicação,Patch aplicado,3361.475510190284
INC101120,2025-04-12 14:54:00,2025-04-12 15:23:47.673274968,2025-04-12 16:16:47.673274968,3 - Média,Banco de Dados,Sub B,lsin,CI-185,Suporte N3,Manual,SIM,NAO,Falha de Rede,Ajuste de configuração,1787.6732749700886
INC101121,2025-04-12 16:48:00,2025-04-12 18:05:09.474507342,2025-04-12 20:14:09.474507342,4 - Baixa,Aplicação,Sub B,lrev,CI-219,Suporte N3,Monitoramento,NAO,NAO,Erro de Configuração,Ajuste de configuração,4629.474507340085
INC101122,2025-04-12 21:46:00,2025-04-12 22:42:02.008584407,2025-04-13 02:33:02.008584407,2 - Alta,Rede,Sub A,lsin,CI-132,NOC N1,Monitoramento,SIM,NAO,Falha de Aplicação,Reinício de serviço,3362.0085844060113
INC101123,2025-04-13 06:21:00,2025-04-13 06:59:59.128535724,2025-04-13 07:48:59.128535724,4 - Baixa,Aplicação,Sub A,lsin,CI-248,Suporte N3,Monitoramento,NAO,NAO,Erro de Configuração,Patch aplicado,2339.1285357229235
INC101124,2025-04-13 10:25:00,2025-04-13 12:45:13.513427142,2025-04-13 13:54:13.513427142,2 - Alta,Aplicação,Sub C,lcem,CI-87,Suporte N3,Monitoramento,SIM,NAO,Manutenção Programada,Patch aplicado,8413.513427144977
INC101125,2025-04-13 12:02:00,2025-04-13 15:18:50.537775882,2025-04-13 16:42:50.537775882,4 - Baixa,Aplicação,Sub A,lcem,CI-10,NOC N1,Monitoramento,NAO,NAO,Falha de Rede,Reinício de serviço,11810.537775882973
INC101126,2025-04-13 16:01:00,2025-04-13 17:49:42.275317590,2025-04-13 18:13:42.275317590,4 - Baixa,Rede,Sub A,lrev,CI-278,SRE,Monitoramento,NAO,NAO,Falha de Rede,Ajuste de configuração,6522.275317591193
INC101127,2025-04-13 16:11:00,2025-04-13 18:36:44.095706742,2025-04-13 21:54:44.095706742,3 - Média,Infraestrutura,Sub B,lsin,CI-73,Suporte N3,Monitoramento,SIM,NAO,Erro de Configuração,Patch aplicado,8744.095706744298
INC101128,2025-04-13 18:45:00,2025-04-13 20:08:35.842365012,2025-04-13 23:35:35.842365012,4 - Baixa,Rede,Sub C,lhco,CI-143,NOC N2,Monitoramento,NAO,NAO,Falha de Rede,Ajuste de configuração,5015.842365012557
INC101129,2025-04-13 19:50:00,2025-04-13 20:40:39.224455374,2025-04-13 21:44:39.224455374,3 - Média,Banco de Dados,Sub B,lhvp,CI-198,Suporte N3,Monitoramento,SIM,NAO,Falha de Aplicação,Reinício de serviço,3039.224455375991
INC101130,2025-04-14 01:49:00,2025-04-14 03:15:56.848504200,2025-04-14 05:32:56.848504200,3 - Média,Rede,Sub C,lcem,CI-59,NOC N2,Monitoramento,SIM,NAO,Falha de Rede,Reinício de serviço,5216.848504199614
INC101131,2025-04-14 04:43:00,2025-04-14 07:42:01.072812756,2025-04-14 10:06:01.072812756,4 - Baixa,Banco de Dados,Sub A,lcem,CI-333,NOC N1,Monitoramento,NAO,NAO,Erro de Configuração,Reinício de serviço,10741.07281275603
INC101132,2025-04-14 06:25:00,2025-04-14 06:56:31.311837408,2025-04-14 10:24:31.311837408,3 - Média,Infraestrutura,Sub B,lcem,CI-235,SRE,Monitoramento,SIM,NAO,Falha de Aplicação,Reinício de serviço,1891.3118374055744
INC101133,2025-04-14 07:33:00,2025-04-14 08:44:55.721018850,2025-04-14 11:43:55.721018850,2 - Alta,Aplicação,Sub C,lhco,CI-242,Suporte N3,Monitoramento,SIM,NAO,Manutenção Programada,Ajuste de configuração,4315.721018849604
INC101134,2025-04-14 07:46:00,2025-04-14 09:19:58.987475838,2025-04-14 12:21:58.987475838,3 - Média,Aplicação,Sub B,lhco,CI-189,NOC N1,Monitoramento,SIM,NAO,Falha de Aplicação,Patch aplicado,5638.987475835971
INC101135,2025-04-14 08:28:00,2025-04-14 08:33:01.621397202,2025-04-14 11:09:01.621397202,4 - Baixa,Rede,Sub A,lsin,CI-348,NOC N2,Monitoramento,NAO,NAO,Erro de Configuração,Patch aplicado,301.6213971999974
INC101136,2025-04-14 11:42:00,2025-04-14 12:26:51.676839000,2025-04-14 15:37:51.676839000,3 - Média,Infraestrutura,Sub B,lrev,CI-130,NOC N2,Monitoramento,SIM,NAO,Falha de Rede,Reinício de serviço,2691.6768389998347
INC101137,2025-04-14 12:40:00,2025-04-14 16:34:41.199030180,2025-04-14 18:30:41.199030180,3 - Média,Aplicação,Sub A,lhvp,CI-188,NOC N1,Monitoramento,SIM,NAO,Erro de Configuração,Ajuste de configuração,14081.199030179156
INC101138,2025-04-14 16:04:00,2025-04-14 16:50:19.767598878,2025-04-14 20:40:19.767598878,3 - Média,Infraestrutura,Sub B,lhco,CI-279,Suporte N3,Monitoramento,SIM,NAO,Falha de Rede,Patch aplicado,2779.7675988808564
INC101139,2025-04-14 17:33:00,2025-04-14 18:53:52.968945516,2025-04-14 20:20:52.968945516,3 - Média,Aplicação,Sub B,lcem,CI-147,NOC N2,Monitoramento,SIM,NAO,Falha de Rede,Patch aplicado,4852.968945516987
INC101140,2025-04-14 19:37:00,2025-04-14 19:48:27.435256026,2025-04-14 20:13:27.435256026,3 - Média,Banco de Dados,Sub B,lhco,CI-82,Suporte N3,Monitoramento,SIM,NAO,Falha de Aplicação,Reinício de serviço,687.4352560284733
INC101141,2025-04-14 19:45:00,2025-04-14 20:47:32.281812006,2025-04-14 21:02:32.281812006,3 - Média,Rede,Sub B,lcem,CI-341,NOC N2,Monitoramento,SIM,NAO,Falha de Rede,Reinício de serviço,3752.2818120085035
INC101142,2025-04-14 22:04:00,2025-04-14 23:00:05.241361794,2025-04-15 00:29:05.241361794,3 - Média,Infraestrutura,Sub A,lhco,CI-352,Suporte N3,Monitoramento,SIM,NAO,Falha de Rede,Ajuste de configuração,3365.2413617968095
INC101143,2025-04-15 06:08:00,2025-04-15 07:01:21.240209592,2025-04-15 07:31:21.240209592,2 - Alta,Aplicação,Sub C,lhvp,CI-376,Suporte N3,Monitoramento,SIM,NAO,Erro de Configuração,Reinício de serviço,3201.240209592071
